Baustellen_ID,Baustellenart,Baustellentyp,Beginn,Ende,Seite Sperrung,Icon,Beschreibung,Koordinaten
102,Baustelle,keine Sperrung,12.12.2023 07:00,05.03.2024 17:00,Beidseitig,baustelle,"Leitungsarbeiten, Fahrbahn auf einen Fahrstreifen je Richtung verengt. Auf der Osdorfer Straße steht im Einmündungsbereich Ostpreußendamm nur ein gemeinsamer Fahrstreifen für beide Richtungen zur Verfügung. Eine Baustellenampel regelt den Verkehr.","GEOMETRYCOLLECTION(POINT(13.311705371035378 52.4217628317481), LINESTRING(13.313239951753113 52.422986046741364, 13.313083049203003 52.42289299573099, 13.312515105843556 52.422344962083116, 13.312331051797647 52.42218507670153, 13.311889919702292 52.42187900804767, 13.31163389022053 52.421740032524575, 13.31132900642404 52.42157104691209, 13.310844096799803 52.4213140708477, 13.310673947844965 52.421210037702444, 13.311132989164513 52.4208470536854, 13.311768001336846 52.42026998038528, 13.312240920984934 52.41980495910524), LINESTRING(13.312240920984934 52.41980495910524, 13.311768001336846 52.42026998038528, 13.311132989164513 52.4208470536854, 13.310673947844965 52.421210037702444, 13.310844096799803 52.4213140708477, 13.31132900642404 52.42157104691209, 13.31163389022053 52.421740032524575, 13.311889919702292 52.42187900804767, 13.312331051797647 52.42218507670153, 13.312515105843556 52.422344962083116, 13.313083049203003 52.42289299573099, 13.313239951753113 52.422986046741364))"
103,Sperrung,Vollsperrung,11.12.2023 06:00,29.02.2024 17:00,Beidseitig,sperrung,"Leitungsarbeiten, Die Alexandrinenstraße ist von beiden Seiten von der Ritterstraße abgehängt",POINT(13.403669458812663 52.50338107881617)
104,Sperrung,Vollsperrung,10.12.2023 06:24,01.03.2024 17:00,Beidseitig,sperrung,"Vollsperrung für Kfz-Verkehr, Wasserrohrbruch","GEOMETRYCOLLECTION(POINT(13.620200574489507 52.53820928907344), LINESTRING(13.619828003966349 52.53936597936004, 13.61998394441978 52.53889793796399, 13.62026102324506 52.53800397533776, 13.620309033501107 52.537860052672634, 13.620332079488536 52.53782103147312, 13.620367990153868 52.537714998869355, 13.620491039882287 52.537387998803595, 13.620520001982529 52.53733897681272, 13.620568971202077 52.53728200635714, 13.62064201259153 52.537204997191935, 13.620697994508149 52.53713597081504, 13.62077089832147 52.53706804068699, 13.620882117574132 52.536996061573554, 13.620989977404866 52.53692305422574, 13.621080938401118 52.53686702235116, 13.62115801053779 52.536826023075825), LINESTRING(13.62115801053779 52.536826023075825, 13.621080938401118 52.53686702235116, 13.620989977404866 52.53692305422574, 13.620882117574132 52.536996061573554, 13.62077089832147 52.53706804068699, 13.620697994508149 52.53713597081504, 13.62064201259153 52.537204997191935, 13.620568971202077 52.53728200635714, 13.620520001982529 52.53733897681272, 13.620491039882287 52.537387998803595, 13.620367990153868 52.537714998869355, 13.620332079488536 52.53782103147312, 13.620309033501107 52.537860052672634, 13.62026102324506 52.53800397533776, 13.61998394441978 52.53889793796399, 13.619828003966349 52.53936597936004))"
105,Sperrung,,08.12.2023 00:00,29.03.2024 23:59,,sperrung,wegen Baustelle gesperrt,"GEOMETRYCOLLECTION(POINT(13.438159999998815 52.460450038756), LINESTRING(13.438159999998815 52.460450038756, 13.43965999999882 52.46069003875574, 13.440649999998824 52.460810038755625, 13.440789999998822 52.460810038755625))"
106,Sperrung,Vollsperrung,05.12.2023 07:00,30.04.2024 17:00,Beidseitig,sperrung,"Straßenneubau, Vollsperrung für den Kfz-Verkehr. Die Zufahrten der Amalienstraße und Blechenstraße sind gesperrt (Sackgasse)",POINT(13.455999739014437 52.55630699404489)
107,Sperrung,Fahrtrichtungssperrung,05.12.2023 07:00,15.03.2024 17:00,Einseitig,sperrung,"Straßenbauarbeiten, Fahrtrichtung für den Kfz-Verkehr gesperrt, Anbindung Ebelingstraße gesperrt","GEOMETRYCOLLECTION(POINT(13.45289101194024 52.524100137002264), LINESTRING(13.453571978893628 52.52311502449662, 13.45347593248011 52.523276956047724, 13.452865105677347 52.52414901116292, 13.452291888630798 52.52502398260024, 13.452190945455406 52.525153031900274))"
108,Baustelle,keine Sperrung,05.12.2023 07:00,01.03.2024 17:00,Beidseitig,baustelle,"Leitungsarbeiten, Fahrbahnverengung, eine Baustellenampel regelt den Verkehr","GEOMETRYCOLLECTION(POINT(13.441994875009398 52.550323792972826), LINESTRING(13.441189078574107 52.54951700354917, 13.441313905725561 52.54965297265839, 13.44192295351896 52.550301059179674, 13.442022116432895 52.55040800845012, 13.442322980681666 52.550746072926046, 13.44252702138024 52.550956988936875, 13.442676870754758 52.55110299602944), LINESTRING(13.442676870754758 52.55110299602944, 13.44252702138024 52.550956988936875, 13.442322980681666 52.550746072926046, 13.442022116432895 52.55040800845012, 13.44192295351896 52.550301059179674, 13.441313905725561 52.54965297265839, 13.441189078574107 52.54951700354917))"
109,Baustelle,keine Sperrung,05.12.2023 07:00,29.02.2024 17:00,Einseitig,baustelle,"Leitungsarbeiten, Fahrbahn auf einen Fahrstreifen verengt","GEOMETRYCOLLECTION(POINT(13.403196113270694 52.41120464572093), LINESTRING(13.40382004484478 52.40984394893956, 13.403470958409303 52.41046403452962, 13.403412024401321 52.410561063018264, 13.402654962922535 52.41190005770207, 13.402351901591501 52.412454047042274, 13.401958913763883 52.413115973339885))"
110,Sperrung,Vollsperrung,04.12.2023 13:48,26.02.2024 17:00,Beidseitig,sperrung,"Unterspülung der Fahrbahn, Vollsperrung für Kfz-Verkehr, Zufahrt bis Hausnummer 40 ist möglich.","GEOMETRYCOLLECTION(POINT(13.219656023030554 52.50987925784861), LINESTRING(13.218225111809033 52.50873508473846, 13.218263067195592 52.5088350102448, 13.218482003367454 52.50899997081433, 13.219159066161602 52.50951898182555, 13.219625079952696 52.509863978410095, 13.220176880257805 52.510266998749515, 13.220428046200638 52.510437025997426, 13.220786087053785 52.510650019928036, 13.221476936581382 52.51101502382274, 13.221676038145866 52.51111701079226), LINESTRING(13.221676038145866 52.51111701079226, 13.221476936581382 52.51101502382274, 13.220786087053785 52.510650019928036, 13.220428046200638 52.510437025997426, 13.220176880257805 52.510266998749515, 13.219625079952696 52.509863978410095, 13.219159066161602 52.50951898182555, 13.218482003367454 52.50899997081433, 13.218263067195592 52.5088350102448, 13.218225111809033 52.50873508473846))"
111,Baustelle,keine Sperrung,01.12.2023 06:00,01.03.2024 17:00,Einseitig,baustelle,"Leitungsbaustelle, Fahrbahn auf einen Fahrstreifen verengt","GEOMETRYCOLLECTION(POINT(13.36732317958656 52.55719075070754), LINESTRING(13.373773015655315 52.55671997129816, 13.372483954273648 52.55682902832841, 13.369249904070093 52.5570840099682, 13.368339072417522 52.55714500506083, 13.367991923536936 52.5571420175405, 13.366717977007022 52.5570459545038, 13.365589959301403 52.556965019680305))"
112,Baustelle,keine Sperrung,30.11.2023 16:00,31.08.2024 17:00,Beidseitig,baustelle,"Leitungsbauarbeiten, eine gemeinsame Spur für beide Richtungen wechselseitig frei","GEOMETRYCOLLECTION(POINT(13.483448000668648 52.502169454569966), LINESTRING(13.481429044120798 52.502015011709, 13.482379056604845 52.502083035643366, 13.483626933060492 52.50217806670008, 13.485600977578764 52.502330033975284, 13.486302031897699 52.50237595832978, 13.4866980345227 52.50242400108475), LINESTRING(13.4866980345227 52.50242400108475, 13.486302031897699 52.50237595832978, 13.485600977578764 52.502330033975284, 13.483626933060492 52.50217806670008, 13.482379056604845 52.502083035643366, 13.481429044120798 52.502015011709))"
113,Baustelle,keine Sperrung,30.11.2023 07:00,31.07.2024 17:00,Einseitig,baustelle,"Leitungsarbeiten, Fahrbahn auf einen Fahrstreifen verengt. Die Anbindung der Hufelandstraße an die Greifswalder Straße ist unterbrochen (Sackgasse)","GEOMETRYCOLLECTION(POINT(13.429642722234485 52.53315069555866), LINESTRING(13.42821709388448 52.53201205180524, 13.428603027113297 52.53235200249379, 13.428839018354804 52.53255995119304, 13.429219044550974 52.532888043134335, 13.429409990233237 52.53305700111046, 13.43017803285752 52.53371301616895, 13.43104699014022 52.53446297138078))"
114,Sperrung,Fahrtrichtungssperrung,28.11.2023 11:26,16.02.2024 17:00,Einseitig,sperrung,"Wasserrohrbruch, Fahrtrichtung gesperrt","GEOMETRYCOLLECTION(POINT(13.307907247948837 52.496979563751474), LINESTRING(13.307923940169772 52.49714498083284, 13.308022001530507 52.49685093226289, 13.308094088851972 52.49665397684024, 13.308261075167739 52.49618001066264))"
115,Sperrung,Vollsperrung,27.11.2023 15:27,16.02.2024 17:00,Beidseitig,sperrung,"Wasserrohrbruch, Anbindung gesperrt",POINT(13.439713502390212 52.52375896678176)
116,Sperrung,Fahrtrichtungssperrung,27.11.2023 09:00,29.03.2024 17:00,Einseitig,sperrung,"Leitungsbauarbeiten, Fahrtrichtung für Kfz-Verkehr gesperrt","GEOMETRYCOLLECTION(POINT(13.373927317692257 52.58680863126375), LINESTRING(13.37180802593746 52.587065013271435, 13.371996984208765 52.58704495416569, 13.372582042765028 52.586972077923775, 13.373273984387094 52.58688700095706, 13.374196946156486 52.58678198542664))"
117,Baustelle,keine Sperrung,22.11.2023 07:00,29.02.2024 17:00,Einseitig,baustelle,"Stromnetzarbeiten, Fahrbahn auf zwei Fahrstreifen verengt","GEOMETRYCOLLECTION(POINT(13.279270262294315 52.506627789739255), LINESTRING(13.28040789112119 52.50642799552537, 13.280129081695023 52.50647006780795, 13.279182062469877 52.50660195513405, 13.278922009257721 52.50665796406091, 13.278667978913102 52.50672197233114, 13.27834291296188 52.506823968309035, 13.278256959425667 52.50684402669508))"
118,Baustelle,keine Sperrung,21.11.2023 12:00,01.03.2024 17:00,Beidseitig,baustelle,"Straßensanierung, Fahrbahn auf einen Fahrstreifen in jeder Richtung verengt und verschwenkt. Die Anbindung Schönstedtstraße ist unterbrochen. Im Anschluss folgen weitere Arbeiten","GEOMETRYCOLLECTION(POINT(13.434334647693836 52.48152525880515), LINESTRING(13.433591983638372 52.48206799400165, 13.43385506764776 52.48186297426958, 13.433902954300004 52.48182494661512, 13.434525960738053 52.48140395896907, 13.434737934299841 52.48125706256312, 13.434956981330886 52.48110998963688, 13.435031910203428 52.48106099055094, 13.435047028290416 52.48104995170887, 13.435246992099636 52.48092600259861, 13.435271968088138 52.48088200693917), LINESTRING(13.435271968088138 52.48088200693917, 13.435246992099636 52.48092600259861, 13.435047028290416 52.48104995170887, 13.435031910203428 52.48106099055094, 13.434956981330886 52.48110998963688, 13.434737934299841 52.48125706256312, 13.434525960738053 52.48140395896907, 13.433902954300004 52.48182494661512, 13.43385506764776 52.48186297426958, 13.433591983638372 52.48206799400165))"
119,Sperrung,Fahrtrichtungssperrung,21.11.2023 12:00,01.03.2024 17:00,Einseitig,sperrung,"Umbau und Erneuerung der Leitungen, Fahrtrichtung gesperrt, Umleitungen für Kfz- und Radverkehr ausgewiesen","GEOMETRYCOLLECTION(POINT(13.432623077986117 52.482575385546134), LINESTRING(13.431455021636356 52.48312301256527, 13.4323810491115 52.48267997967333, 13.43315999715778 52.48231402313579, 13.433320961058689 52.48222696356744, 13.433591983638372 52.48206799400165))"
120,Baustelle,keine Sperrung,20.11.2023 09:00,01.03.2024 17:00,Einseitig,baustelle,"Wasserrohrbruch, Fahrbahn auf einen Fahrstreifen verengt, Rechtsabbiegen nicht möglich. Im Anschluss folgen weitere Arbeiten","GEOMETRYCOLLECTION(POINT(13.348181438049659 52.548415582477986), LINESTRING(13.346524080390303 52.54758398699196, 13.346598972734656 52.54762405455572, 13.347696030256463 52.548203925249595, 13.348602951546056 52.54868295018697))"
121,Sperrung,Vollsperrung,20.11.2023 06:00,08.03.2024 17:00,Beidseitig,sperrung,"Baustelle, Vollsperrung für Kfz-Verkehr",POINT(13.452251043366523 52.49257440708091)
122,Baustelle,keine Sperrung,16.11.2023 07:00,06.03.2024 23:59,Beidseitig,baustelle,"Baustelle, Fahrbahn auf einen Fahrstreifen verengt, Anbindung Ahrensdrofer Straße gesperrt",POINT(13.359270201014118 52.40898973156585)
123,Bauarbeiten,keine Sperrung,15.11.2023 08:53,15.03.2024 17:00,Beidseitig,baustelle,"Bauarbeiten, Fahrbahn auf einen Fahrstreifen verengt, Anbindung Goslarer Ufer für Kfz-Verkehr gesperrt","GEOMETRYCOLLECTION(POINT(13.31470883823059 52.525762373651474), LINESTRING(13.313753027120551 52.52576397433083, 13.314728023171611 52.525767973742724, 13.315028966275426 52.52577001153229, 13.315274007859252 52.52579597838033, 13.31583207775431 52.52580095530557, 13.316019972223867 52.525790951817115), LINESTRING(13.316019972223867 52.525790951817115, 13.31583207775431 52.52580095530557, 13.315274007859252 52.52579597838033, 13.315028966275426 52.52577001153229, 13.314728023171611 52.525767973742724, 13.313753027120551 52.52576397433083))"
124,Baustelle,keine Sperrung,14.11.2023 14:00,27.09.2024 17:00,Beidseitig,baustelle,"Brückenbauarbeiten, Gegenverkehrsregelung mit Ampel",POINT(13.572880613122116 52.46042705597726)
125,Baustelle,keine Sperrung,14.11.2023 13:00,29.02.2024 17:00,Beidseitig,baustelle,"Gasleitungsbaustelle, Gegenverkehrsregelung mit Baustellenampel",POINT(13.458221711165852 52.59331712995189)
126,Baustelle,keine Sperrung,13.11.2023 08:00,29.03.2024 17:00,Einseitig,baustelle,"Bau eines Radfahrstreifens, Fahrbahn auf einen Fahrstreifen verengt, Anbindungen Gaudystraße und Milastraße für Kfz-Verkehr gesperrt","GEOMETRYCOLLECTION(POINT(13.41297897386432 52.546341860489335), LINESTRING(13.41341197675374 52.547698038979746, 13.413169902240963 52.546804053882134, 13.412764018051869 52.54524703161439, 13.412536999981295 52.5444310189723, 13.412442956620925 52.54411507185691, 13.412365041188576 52.543720040172175, 13.412285000824147 52.54291400025109, 13.412274030404305 52.54274805861916))"
127,Sperrung,Fahrtrichtungssperrung,08.11.2023 14:00,30.06.2024 17:00,Einseitig,sperrung,"Baustelle, Fahrtrichtung für Kfz-Verkehr gesperrt, von Südostallee kommend auch Richtung B96a gesperrt, Umleitung über Rixdorfer Straße","GEOMETRYCOLLECTION(POINT(13.512140004680825 52.45488603338751), LINESTRING(13.512140004680825 52.45488603338751, 13.511850950477106 52.454729009270636, 13.511220985768876 52.45437303719032, 13.510356069521524 52.453871054904454, 13.510132083533483 52.45367897183547, 13.510003930790306 52.453569015193544, 13.509929959157084 52.45350199900612, 13.509822990697598 52.453401030392236, 13.509674996914013 52.4532859682001, 13.509366070245628 52.453086069879056, 13.508986945477744 52.45283394682127, 13.508907967884655 52.452754009661504, 13.508855969720626 52.45267702004096, 13.508669070882776 52.45256802944746))"
128,Baustelle,keine Sperrung,06.11.2023 09:00,15.02.2024 17:00,Beidseitig,baustelle,"Baustelle, provisorische Ampelanlage",POINT(13.373267965844768 52.538065476864794)
129,Sperrung,Fahrtrichtungssperrung,06.11.2023 07:00,15.03.2024 17:00,Beidseitig,sperrung,"Stromnetzarbeiten, Fahrtrichtung gesperrt",POINT(13.52456474975705 52.48053467013823)
130,Sperrung,Fahrtrichtungssperrung,06.11.2023 07:00,29.03.2024 17:00,Einseitig,sperrung,"Bauarbeiten, Fahrtrichtung für Kfz-Verkehr gesperrt","GEOMETRYCOLLECTION(POINT(13.276820995661714 52.42634901848477), LINESTRING(13.276820995661714 52.42634901848477, 13.27631105387674 52.426432037421364, 13.274957014316703 52.42666899034009, 13.273348953372649 52.42694708486856, 13.27171203842497 52.4272290516562, 13.271197961278144 52.427311988180236, 13.2698840373054 52.42754101801445, 13.269098890188772 52.427675994282836, 13.268863960437463 52.42771805065167, 13.26870496088124 52.42776301680827, 13.268593038470977 52.4278039967227, 13.268472937921244 52.42786598643087, 13.268388951772824 52.42792598741719, 13.268298002137989 52.42800602697471, 13.26822201822469 52.42810202055699, 13.267695993535854 52.42889805093445))"
